SP,Tarumã,-50.57745,-22.74754
SP,Artur Nogueira,-47.17342,-22.57355
SP,Mococa,-47.00542,-21.46854
SP,Brodowski,-47.65942,-20.99154
SP,São José do Barreiro,-44.5784,-22.64555
SP,Irapuru,-51.34545,-21.57153
SP,Tapiratiba,-46.74942,-21.46854
SP,Campo Limpo Paulista,-46.78442,-23.20655
SP,Votuporanga,-49.97344,-20.42353
SP,Caiabu,-51.23645,-22.01253
SP,Reginópolis,-49.22543,-21.88854
SP,Iacri,-50.68944,-21.85853
SP,Laranjal Paulista,-47.83743,-23.05054
SP,Espírito Santo do Turvo,-49.43044,-22.69254
SP,Poá,-46.34542,-23.52855
SP,Ipiguá,-49.38743,-20.65753
SP,Marinópolis,-50.82344,-20.44153
SP,Urânia,-50.64344,-20.24653
SP,Floreal,-50.14544,-20.67753
SP,Várzea Paulista,-46.82842,-23.21155
SP,Santo André,-46.53842,-23.66455
SP,Severínia,-48.80343,-20.80954
SP,Biritiba-Mirim,-46.03942,-23.57355
SP,Cruzália,-50.79445,-22.67754
SP,São Carlos,-47.89143,-22.01854
SP,Monte Mor,-47.31642,-22.94755
SP,Estrela do Norte,-51.66045,-22.48853
SP,Onda Verde,-49.29943,-20.61453
SP,Jumirim,-47.78443,-23.08755
SP,Duartina,-49.40444,-22.41454
SP,Guaimbê,-49.89744,-21.91054
SP,Nova Luzitânia,-50.26244,-20.85653
SP,Catanduva,-48.97343,-21.13854
SP,Jardinópolis,-47.76442,-21.01854
SP,Platina,-50.20444,-22.63854
SP,Viradouro,-48.29742,-20.87354
SP,Arealva,-48.91143,-22.02954
SP,Buritama,-50.14744,-21.06653
SP,Águas da Prata,-46.71742,-21.93754
SP,Queluz,-44.7744,-22.53755
SP,Ubarana,-49.71844,-21.16653
SP,Ilha Solteira,-51.34344,-20.43353
SP,Botucatu,-48.44543,-22.88654
SP,Araçoiaba da Serra,-47.61443,-23.50555
SP,Bom Jesus dos Perdões,-46.46542,-23.13555
SP,Guaraci,-48.94543,-20.49953
SP,Piquete,-45.17641,-22.61455
SP,Santa Branca,-45.88441,-23.39755
SP,Irapuã,-49.40943,-21.27954
SP,Álvares Florence,-49.91143,-20.32153
SP,Vitória Brasil,-50.48444,-20.19753
SP,Motuca,-48.15143,-21.50854
SP,Rio Grande da Serra,-46.39842,-23.74455
SP,São José dos Campos,-45.88741,-23.17955
SP,Buri,-48.59344,-23.79855
SP,Pirapora do Bom Jesus,-47.00242,-23.39755
SP,Paulo de Faria,-49.38343,-20.03153
SP,Paraguaçu Paulista,-50.57645,-22.41354
SP,Jaborandi,-48.41343,-20.68854
SP,Monte Aprazível,-49.71443,-20.77353
SP,Ribeirão Corrente,-47.59042,-20.45754
SP,Jambeiro,-45.68841,-23.25455
SP,São Manuel,-48.57143,-22.73154
SP,Orlândia,-47.88742,-20.72054
SP,Sagres,-50.95645,-21.88453
SP,Cajobi,-48.80943,-20.88054
SP,Ibiúna,-47.22343,-23.65655
SP,Tabapuã,-49.03243,-20.96454
SP,Igaraçu do Tietê,-48.55843,-22.50954
SP,Barão de Antonina,-49.56144,-23.62754
SP,São João de Iracema,-50.35244,-20.51353
SP,Mirandópolis,-51.10244,-21.13453
SP,Indiana,-51.25245,-22.17453
SP,Capivari,-47.50843,-22.99555
SP,Santa Cruz do Rio Pardo,-49.63344,-22.89954
SP,Cedral,-49.26843,-20.90353
SP,Pracinha,-51.08745,-21.85153
SP,Salto Grande,-49.98644,-22.89354
SP,Cosmópolis,-47.19642,-22.64655
SP,Altair,-49.05943,-20.52453
SP,Porto Feliz,-47.52443,-23.21555
SP,Itaju,-48.80543,-21.98154
